83449.9,83450.0,83364.5,83409.2,68.538,5716591.798
83409.2,83409.2,83250.0,83258.5,68.826,5735065.4006
83258.5,83258.5,83110.8,83147.7,137.299,11420121.856
83147.7,83190.2,83112.1,83176.9,111.016,9232018.1902
83176.9,83176.9,83096.0,83101.8,62.858,5224638.2153
83101.8,83124.5,83053.5,83055.0,112.667,9360446.9383
83055.0,83065.7,82987.0,83008.2,127.92,10619391.9341
83008.2,83081.1,82992.2,83009.7,119.127,9891843.0843
83009.7,83123.5,82991.2,83091.8,64.758,5378815.194
83091.8,83236.6,83046.5,83162.1,144.67,12031049.1476
83162.1,83236.6,83062.4,83134.1,158.714,13196963.0598
83134.1,83146.0,83088.1,83102.0,64.318,5345856.3209
83102.0,83197.0,83101.0,83190.1,34.101,2835474.8874
83190.1,83225.0,83158.9,83171.1,61.073,5079965.7689
83171.1,83333.9,83162.2,83307.5,87.181,7260834.8017
83307.5,83343.4,83270.1,83270.1,128.696,10720229.7577
83270.1,83270.1,83138.0,83177.5,49.292,4101008.1885
83177.5,83240.0,83177.5,83223.6,30.863,2568481.1567
83223.6,83268.7,83179.6,83268.7,46.147,3840527.0485
83268.7,83381.4,83248.3,83381.4,78.576,6548332.9614
83381.4,83428.8,83381.3,83414.1,126.969,10590074.2958
83414.1,83600.0,83393.1,83574.4,146.433,12230315.0134
83574.4,83647.0,83534.9,83534.9,186.552,15597960.5055
83534.9,83549.9,83427.3,83544.6,132.249,11039938.5514
83544.6,83674.8,83493.6,83640.0,104.742,8758220.3274
83640.0,83640.1,83562.2,83562.2,35.717,2985820.0652
83562.2,83677.5,83554.4,83668.1,65.913,5511545.7402
83668.1,83688.9,83610.6,83610.6,95.368,7979167.8795
83610.6,83655.7,83585.5,83585.5,52.911,4424564.8643
83585.5,83646.4,83580.2,83637.9,55.416,4633973.7231
83637.9,83640.0,83517.5,83519.9,40.149,3355529.4129
83519.9,83742.4,83519.8,83699.9,122.244,10228315.485
83699.9,83783.6,83652.2,83702.0,127.305,10660253.1554
83702.0,83702.0,83515.8,83603.7,248.811,20803225.9074
83603.7,83603.7,83470.1,83521.2,62.233,5197226.645
83521.2,83556.0,83410.0,83410.1,67.466,5632037.8803
83410.1,83480.0,83283.0,83452.6,98.351,8199765.5126
83452.6,83452.6,83378.7,83426.0,35.048,2923679.382
83426.0,83426.0,83356.9,83356.9,37.718,3145339.7996
83356.9,83392.1,82977.9,83015.0,351.123,29181466.2333
83015.0,83214.9,82994.6,83209.9,159.265,13236938.1416
83209.9,83290.7,83176.5,83217.9,174.591,14534650.1162
